query,publishedAt,title,channelTitle,url,description
тцк,2025-11-15T16:00:20Z,Мене зупинили поліція і ТЦК: Що тут взагалі відбувається?!,Legal Land,https://www.youtube.com/watch?v=7bgH1hJUd9Q,"тцк, поліція, незаконне затримання, право на зйомку, розшук ухилянтів, незаконна мобілізація 1 факт = 1 норма: Ст. 35 п.3 ..."
тцк,2025-11-15T15:54:18Z,Нарезка Cebyb3k - Арест ТЦК №3,Хефорде (Хед),https://www.youtube.com/watch?v=VzDcYBD2_e8,"По пути в ТЦК Cebyb3k прыгает с моста, падает на нижнюю трассу и уезжает на угнанной инвалидной коляске. Макар ..."
тцк,2025-11-15T15:51:55Z,Нарезка Cebyb3k - Арест ТЦК №2,Хефорде (Хед),https://www.youtube.com/watch?v=CnZqsrQsZRE,"Макар поднимает вертолёт, находит Cebyb3k, делает точечный обстрел и десантируется прямо на него. Побег окончен ..."
тцк,2025-11-15T15:49:56Z,Нарезка Cebyb3k - Арест ТЦК №1,Хефорде (Хед),https://www.youtube.com/watch?v=ym5dhPfVg2U,"Cebyb3k заходит в бар пожаловаться на жизнь, но туда же приходит представитель ТЦК. Макар мобилизует его прямо на ..."
тцк,2025-11-15T15:14:13Z,Як виграють ТЕНДЕРИ😂#shorts #гумор #вірусне #тцк #україна #ржакадосліз #рекомендації #shortvideo,LOLShort,https://www.youtube.com/watch?v=5nqbHRLcjeU,Депутат дав відповідь журналістці як насправді виграють тендери   #shorts #гумор #вірусне #тцк #україна #ржакадосліз ...
тцк,2025-11-15T14:08:01Z,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=H0L4FEdPfhk,
тцк,2025-11-15T14:07:31Z,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=_qh4pRuzbxM,
тцк,2025-11-15T14:01:46Z,Підпишись! Щоб зупинити ТЦК! #тцк #корупція #корупціявукраїні #новини #війна #україна #мобілізація,Ухилянт Жора ,https://www.youtube.com/watch?v=xlBx-1tYttE,
тцк,2025-11-15T13:47:55Z,"ТЦК на обіді, бо голодні",AI Industry,https://www.youtube.com/watch?v=t0fbvaxmtmo,"Тцкашники сидять у бусі, заповненому борщем, і кричать пацану «я забороняю мене знімати!», поки з машини ллється ..."
тцк,2025-11-15T13:03:09Z,#animation #зеленский #marvel #міндіч #pokemon #тцк #мобілізація,Nepojaluista,https://www.youtube.com/watch?v=-EsFIJnoxBs,
тцк,2025-11-15T13:00:29Z,Вражаюча рятувальна операція: дружина зупинила викрадення чоловіка!,Legal Land,https://www.youtube.com/watch?v=FAysxx-Buwc,"тцк, поліція, незаконне затримання, право на зйомку, розшук ухилянтів, незаконна мобілізація ❗️ Якщо ТЦК намагаються ..."
тцк,2025-11-15T13:00:30Z,⚡Івано-Франківськ ТЦК • ОБЕРЕЖНО ПІДСТАВА❗ #Shorts,Пильний Дніпрянин,https://www.youtube.com/watch?v=ALfzDWln6yI,PoliceofDnipro ⚡Івано-Франківськ ТЦК • ОБЕРЕЖНО ПІДСТАВА❗ #Shorts ...
тцк,2025-11-15T12:18:08Z,Сам побился #зсу #сво #ukraine #україна #тцк,Свободное мнение,https://www.youtube.com/watch?v=5D9hdI6U5ko,
тцк,2025-11-15T11:53:27Z,Тцк🤣🤣#тцк #прикол,Rt news,https://www.youtube.com/watch?v=VculhkxP8AA,
тцк,2025-11-15T11:48:47Z,#тцк #жиза #украина,video_нарезки,https://www.youtube.com/watch?v=wjXDt7RaMjg,
тцк,2025-11-15T11:48:07Z,Арест ТЦК! - Приключения Cebyb3k #1,Хефорде (Хед),https://www.youtube.com/watch?v=O-zTP47w4ZE,"Оставлять комментарии могут только подписчики! Cebyb3k заходит в бар, чтобы пожаловаться на жизнь, но отдых ..."
тцк,2025-11-15T11:31:21Z,Скандал в Україні! ТЦК жорстко посилить мобілізацію! Люди залишаться без вибору!,Денис Галандзовський,https://www.youtube.com/watch?v=JArcH5XcEHM,"Більше деталей про проект ""Заблукала на будові"" дивись тут: https://rebrand.ly/unabudovi ---------------------------- Безкоштовні ..."
тцк,2025-11-15T11:01:17Z,Підпишись! Щоб зупинити ТЦК! #тцк #корупція #корупціявукраїні #новини #війна #україна #мобілізація,КОРУПЦІЯ,https://www.youtube.com/watch?v=c4lk8DvGqhs,
тцк,2025-11-15T10:36:59Z,Что будет дальше с ТЦК???,Tetya_Fanya,https://www.youtube.com/watch?v=dBW5B_SbskE,Спасибо нашим спонсорам за поддержку канала!
тцк,2025-11-15T10:28:00Z,Обленерго каждый вечер. #рекомендации #украина #война #политика #зсу #новости #енергетика #киев #тцк,Узаконенный абсурд ,https://www.youtube.com/watch?v=4e9sRzbr-Yo,
тцк,2025-11-15T10:16:14Z,Як везуть машини депутатам і як на фронт.#тцк #мобілізація #юмор,POLUPRAVDA ,https://www.youtube.com/watch?v=FDDl3XLZNrM,
тцк,2025-11-15T09:53:19Z,Як правильно спілкуватись із тцк! Тцкашники! Мобілізація! #тцк #мобілізація#viral #fyp #fypシ゚viral,Нестор Махно,https://www.youtube.com/watch?v=BXo-RNO56VE,
тцк,2025-11-15T09:53:55Z,Фейкові відео про затримання працівниками ТЦК #війна #україна #military #славазсу,Зміст,https://www.youtube.com/watch?v=ip5ijv9CC8I,
тцк,2025-11-15T09:36:13Z,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=Kd3VO8-CEYQ,
тцк,2025-11-15T09:35:32Z,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=q1i6Dp9v4hw,
тцк,2025-11-15T09:26:22Z,На Богоявленській ТЦК затримували чоловіка,Рівне Вечірнє,https://www.youtube.com/watch?v=xcC7EhFXUQ4,Ви можете знайти нас у Facebook https://www.facebook.com/RivneVecirne Twitter https://twitter.com/rivnepost Instagram ...
тцк,2025-11-15T09:12:46Z,Оскарження штрафу ТЦК адвокатом #консультаціяадвоката #актуально #тцк #штрафи #news #київ,Адвокат Євген Лошаков,https://www.youtube.com/watch?v=T6jiI38z80g,
тцк,2025-11-15T09:00:10Z,Бодікамери ТЦК: які результати?,Адвокат Роман Сімутін,https://www.youtube.com/watch?v=6L6uqvJmokI,"Якщо послухати як Міноборони коментувало запровадження обов'язкової відеофіксації, то на очах навертаються сльози."
тцк,2025-11-15T08:58:54Z,ПОЧЕМУ ХОВАТЬСЯ от ТЦК! Становится Сложней!,Skorpion,https://www.youtube.com/watch?v=3QG1wHQltRI,"Тут я попробую россказать,почему ховаться от тцк, становится сложней в украине,Почему ето так мы попробуем ..."
тцк,2025-11-15T08:54:58Z,KrokZvidty #гумор#тцк,KrokZvidty,https://www.youtube.com/watch?v=51LkhDS-f-s,гумор #тцк #україна #втеча #собака #повістка.
тцк,2025-11-15T08:00:36Z,Підпишись! Щоб зупинити ТЦК! #тцк #корупція #корупціявукраїні #новини #війна #україна #мобілізація,Ухилянт Жора ,https://www.youtube.com/watch?v=Q6SH1DTUNRw,
тцк,2025-11-15T08:00:54Z,"ПОКРОВСЬК, МІСТА УЖЕ НЕМАЄ #зсу #новини #мобілізація #тсн #тцк",НОВИННИЙ РАДАР. НОВИНИ УКРАЇНИ ТА СВІТУ,https://www.youtube.com/watch?v=xxsiMY1rIL0,БІЛЬШЕ ІНФОРМАЦІЇ В НАШОМУ ТЕЛЕГРАМ-КАНАЛІ. ПІДТРИМАЙТЕ ПІДПИСКОЮ!
тцк,2025-11-15T07:56:15Z,ТЦК. Війна. Україна,Mazur Vox | Чатрулетка,https://www.youtube.com/watch?v=dvzr_uvR910,
тцк,2025-11-15T07:49:01Z,Как обычно обманули. Станислав Ткаченко 32 омбр. #війна #тцк #життя #україна #зсу #ухилянти #война,ФРОНТСТОРИЗ,https://www.youtube.com/watch?v=GxGIOCdSiy0,
тцк,2025-11-15T07:26:52Z,Життя та здоров&#39;я як найвища соціальна цінність.#Конституція #ПраваЛюдини #ВерховнийСуд #ТЦК,JustTolik,https://www.youtube.com/watch?v=FKmUar3A61o,"Життя вище Повістки! Позиція Верховного Суду. Неявка за повісткою (ТЦК, суд) під час повітряної тривоги – поважна ..."
тцк,2025-11-15T07:00:48Z,💥ТЦК МАРОДЕРИ • ЛАЗЯТЬ ПО ЧУЖИМ МАШИНАМ 🤯 #Shorts,Пильний Дніпрянин,https://www.youtube.com/watch?v=mMhuRCqjiMc,"Типові представники влади! ТЦК вирішили перевірити особисті речі водія, який втік від них та залишив своє авто!"
тцк,2025-11-15T07:00:06Z,Суд тричі вимагав інформацію від ТЦК - наслідки,адвокат Макеєв,https://www.youtube.com/watch?v=Ao6t_5OFOQI,Суд тричі (!!!) витребовував у ТЦК будб-яку інформацію щодо підстав ОГОЛОШЕННЯ У РОЗШУК чоловіка! На підставі ч.9 ...
тцк,2025-11-15T07:00:49Z,Луцьк. Мобілізація у всій красі. 😱 #україна #новини #війна #мобілізація #тцк #новиниукраїни,ALL ,https://www.youtube.com/watch?v=pUVSwNKJRXs,
тцк,2025-11-15T07:00:06Z,Як позбутися розшуку ТЦК? Єдиний законний спосіб,Адвокат Ірина Приліпко,https://www.youtube.com/watch?v=6C4oWU2jBmg,Онлайн запис на консультацію https://law-office-of-iryna-prylipko.easyweek.com.ua Телефон для отримання послуг +38 068 ...
тцк,2025-11-15T06:57:14Z,Поезія! #вірші #поезія #азов #полонені #війна #україна #свобода #тцк #незалежність #воля #рек #життя,ALINKA-UKRAYINKA,https://www.youtube.com/watch?v=betLfcYKqwI,
тцк,2025-11-15T06:36:57Z,Повісток ТЦК буде  більше. #lnk,ЮРКОНСАЛТ - Адвокат Києв | Запоріжжя,https://www.youtube.com/watch?v=-1w0OfvYoAI,"Повісток ТЦК буде більше. Печать та розсилка повісток ТЦК в Україні може прискоритися. Кабмін прийняв постанову, яка ..."
тцк,2025-11-15T06:35:02Z,В ЛУЦКЕ ТЦК ПОХИТИЛО ЖЕНЩИНУ И МУЖЧИНУ,POLITYK UA,https://www.youtube.com/watch?v=HP6z_1P0tJs,
тцк,2025-11-15T06:28:01Z,В ОДЕССЕ НАЧАЛСЯ АД! ВЗОРВАЛИ РЫНОК! ТЦК ОЗВЕРЕЛИ! БУСИКАМ КОНЕЦ! ВЗРЫВ НА РЫНКЕ В ЧЕРНОМОРСКЕ!,NEMO,https://www.youtube.com/watch?v=vJ_ZylBAhNk,
тцк,2025-11-15T06:21:01Z,"Дожились, Украина 2025 #военные или #тцк",Free Man,https://www.youtube.com/watch?v=qqs-xkRDlFM,
тцк,2025-11-15T06:15:07Z,Жесть робота тцк #війнавукраїні #мобилизация,Rt news,https://www.youtube.com/watch?v=OzPJ7lfot4g,
тцк,2025-11-15T06:15:08Z,"МОЛОДИЙ ХЛОПЕЦЬ ЗАДАВ НЕ ЗРУЧНІ ПИТАННЯ ПРАЦІВНИКАМ ТЦК, ЗА ЩО ТІ ПОЧАЛИ ЙОМУ ПОГРОЖУВАТИ",НОВИНИ УКРАЇНИ ТА СВІТУ ,https://www.youtube.com/watch?v=xR0jqDKsbCg,
тцк,2025-11-15T06:12:34Z,ТЦК варять борщ на виїзді,AI Industry,https://www.youtube.com/watch?v=Vi9CCrDDhtA,"ТЦК варять борщ на виїзді Тцкашники сидять у бусі, заповненому борщем, і кричать пацану «я забороняю мене знімати!"
тцк,2025-11-15T06:06:06Z,ТЦК на обідній перерві,AI Industry,https://www.youtube.com/watch?v=Gt_bFWF2k60,"ТЦК на обідній перерві Двоє тцкашників по груди у сметані з варениками вимагають у пацана документи, поки самі навіть ..."
тцк,2025-11-15T06:03:27Z,ТЦК hoi4,Hoi4 Top,https://www.youtube.com/watch?v=dqF1E2Z1K5s,
тцк,2025-11-15T05:00:29Z,ТЦК разом із Урядом порушують закон про звернення громадян,ЄВСЮТІН Shorts,https://www.youtube.com/watch?v=TMm4wA4nMvc,
тцк,2025-11-15T05:00:03Z,"Як протидіяти ТЦК, якщо тебе хочуть насильно мобілізувати",В гостях у Єгеря!,https://www.youtube.com/watch?v=12WforhR7VI,Закрита спільнота Unfair Advantage: https://biohack.com.ua/unfairadvantage?ref=EgermeisterYT Тебе можуть зупинити на ...
тцк,2025-11-14T23:31:17Z,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=x-RWtoMg-Zw,
тцк,2025-11-14T23:25:27Z,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=sX4F5U1Y3dg,
тцк,2025-11-14T21:43:00Z,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=FwNkufKwt_8,
тцк,2025-11-14T21:43:58Z,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=SvO5CxL0vTM,
тцк,2025-11-14T21:03:00Z,ТЦК забрало нашего актера / Самвел Адамян,Netsenzurno,https://www.youtube.com/watch?v=8302ClkHHPU,
тцк,2025-11-14T20:45:40Z,#радиорусскийhessen #slavikrh #сво #зсу #всу #украина #тцк #война,Радио Русский Hessen,https://www.youtube.com/watch?v=AHRdtII0z64,
тцк,2025-11-14T20:00:38Z,Тцк в Днепре мобилизовало сотрудника ДСНС #shorts #новости #тцк #мобилизация #украина,Новости24-Пока ты спал!,https://www.youtube.com/watch?v=3K_qIvvJ3xg,
тцк,2025-11-14T19:30:06Z,НЕВИДИМИЙ ДЛЯ ТЦК? «ПОЦІЛУВАВ» МЕДИКІВ. ПРИКОРДОННИКИ ПЕРЕПРАВЛЯЛИ УХИЛЯНТІВ,ТРК Аверс,https://www.youtube.com/watch?v=3iD4DtCLvlc,0:00 АНОНС 0:49 На війні загинув Герой із Ківерцівщини Андрій Залевський 1:18 Рожищенська громада прощалась із ...
тцк,2025-11-14T18:32:57Z,Питушары ТЦК #тцк #подпишись #война #полиция,ТУПОЙ КРЮЧОК,https://www.youtube.com/watch?v=tew_hk4fseI,
тцк,2025-11-14T18:28:36Z,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=OEbV0LMzy6Q,
тцк,2025-11-14T18:29:00Z,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=6NMNiBfWnbw,
тцк,2025-11-14T18:21:51Z,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=PLJNl4G2yns,
тцк,2025-11-14T18:21:46Z,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=8mGgenz_2yk,
тцк,2025-11-14T18:00:31Z,😱 ПРЯМО ЗАРАЗ! ТЦК ПЕРЕЙШЛО МЕЖУ! УКРАЇНЦІ В ЩОЦІ! ЦІ КАДРИ РОЗІРВАЛИ МЕРЕЖУ! ЦЕ ЖЕСТЬ!,УКРАЇНА СЬОГОДНІ,https://www.youtube.com/watch?v=GQ0Q4EZiUDE,"Шок і жах у Кременчуці та Кривому Розі! Стрілянина у ТЦК, ножові поранення військових та хабарі за відстрочку від ..."
тцк,2025-11-14T18:00:15Z,ЯКЩО НЕ ТЦК ТО БУДЕ БУРЯТ,ITV інформаційне агентство,https://www.youtube.com/watch?v=BRJ6_uMtIUA,ITVUA.
тцк,2025-11-14T17:50:30Z,#мобілізація #війнавукраїні #допомогаукраїнцям #життязакордоном #біженцізукраїни #перемога #зсу #тцк,Контент Хата Сергія Іванчука,https://www.youtube.com/watch?v=T1o3pjv1qY8,
тцк,2025-11-14T17:30:28Z,Сама запитала — сама відповіла: типова рассєянка. ТЦК нападе на мордор? | Дике Поле,Дике Поле ,https://www.youtube.com/watch?v=qG0nIwg5Gn0,Сама запитала — сама відповіла: типова рассєянка. ТЦК нападе на мордор? | Дике Поле.
тцк,2025-11-14T17:26:53Z,"Мобілізацію зірвали. Люди, ОТЯМТЕСЬ! #shorts #мобілізація #тцк #чумак",Апостроф TV,https://www.youtube.com/watch?v=dSAWIf3fz0E,"В етері: В етері: програма ""Хід Тузова"" та її ведучий журналіст Дмитро Тузов. У нього в гостях – Віктор Чумак, в.о ..."
тцк,2025-11-14T17:20:00Z,Штраф ТЦК,Адвокат Олег Лукьянчиков,https://www.youtube.com/watch?v=GXIK3U9SmFM,Штраф ТЦК. ☎️0️⃣6️⃣6️⃣5️⃣5️⃣5️⃣1️⃣0️⃣2️⃣0️⃣   консультация адвоката. #лукьянчиков ...
тцк,2025-11-14T17:00:25Z,МЕНЕ ХАПАЮТЬ ТЦК І ПОЛІЦІЯ! ЧИ ЦЕ НОВИЙ ТРЕНД?!,Legal Land,https://www.youtube.com/watch?v=ESZELlCPlG0,"тцк, поліція, незаконне затримання, право на зйомку, розшук ухилянтів, незаконна мобілізація 1 факт = 1 норма: Поліція ..."
тцк,2025-11-14T16:46:00Z,#Харків #війна #тцк #україни #люди,Богдан Мелешко .. БЕЗЗАКОННЯ - СПРАВЕДЛИВІСТЬ,https://www.youtube.com/watch?v=T9GZHLu76Ng,Керівник поліції Петропавлівки Дулінов Олександр Васильович Синельниківського району Дніпропетровської області ...
тцк,2025-11-14T16:38:17Z,#дніпром #тцк #сміх,vip_andriy_777,https://www.youtube.com/watch?v=dx1-LlcUL8I,
тцк,2025-11-14T16:08:46Z,Культ Уклонистов Подза*бал»? ВСУ vs. ТЦК: Кто Виноват в Мобилизационном Произволе? | СКАНДАЛ,Michael Woke - inside,https://www.youtube.com/watch?v=igOQHzCbpQU,"Обсудим в комментариях: Вы согласны с Федоренко, или считаете, что проблема кроется в произволе ТЦК? Напишите ..."
тцк,2025-11-14T15:42:27Z,"ПОКРОВСЬК, ВЛАДА МОВЧИТЬ #новини #мобілізація #зсу #тцк #новиниукраїни",НОВИННИЙ РАДАР. НОВИНИ УКРАЇНИ ТА СВІТУ,https://www.youtube.com/watch?v=1xY1uMfSdOQ,БІЛЬШЕ ІНФОРМАЦІЇ В НАШОМУ ТЕЛЕГРАМ-КАНАЛІ. ПІДТРИМАЙТЕ ПІДПИСКОЮ!
тцк,2025-11-14T15:24:59Z,ТЦК-шники любят ВАРЕНИКИ,Недомобилизованный Украинец,https://www.youtube.com/watch?v=uO44BgMeA8o,"Я снова не знаю, что писать под этим шедевром идиотизма ТЦК от ИИ. Но, согласитесь, же... прикольно?! Война войной, а ..."
тцк,2025-11-14T15:20:19Z,ПОРЕЗАЛИ КОЛЕСА💥 ВЫТАЩИЛИ из АВТО💥   #тцк #полиция #украина #automobile #prank #зрадник #новости,Одесский Моряк,https://www.youtube.com/watch?v=940ZFWE9nuo,Почта: odesskymoryak@gmail.com Telegram: https://t.me/OdesskyMoryak ❗❗❗ ВНИМАНИЕ ❗❗❗ Контент размещенный ...
тцк,2025-11-14T15:06:23Z,"Зниження мобілізаційного віку , ТЦК забере цих 30 000 чоловіків терміново: мобілізація, повістки ВЛК",ALL ,https://www.youtube.com/watch?v=U0acUFeANmg,
тцк,2025-11-14T15:06:59Z,ТЦК прокололи шины 🤬,Правовое Государство,https://www.youtube.com/watch?v=xfoMvJ9Qb8I,"Станьте спонсором канала, и вы получите доступ к эксклюзивным бонусам. Подробнее: ..."
тцк,2025-11-14T15:00:32Z,МЕНЕ ЗАБИРАЮТЬ ТЦК І ПОЛІЦІЯ ЩО РОБИТИ?!,Legal Land,https://www.youtube.com/watch?v=9Z9bQo6jBwI,"тцк, поліція, незаконне затримання, право на зйомку, розшук ухилянтів, незаконна мобілізація 1 факт = 1 норма: ..."
тцк,2025-11-14T15:01:19Z,Підпишись щоб не по топ а мити нові злочини ТЦК ✔️ #тцк #корупція #корупціявукраїні #новини,КОРУПЦІЯ,https://www.youtube.com/watch?v=Zz78LBzHTgE,
тцк,2025-11-14T14:48:45Z,Анна Скороход: Побиття = задовільна робота ТЦК?,Анна Скороход,https://www.youtube.com/watch?v=EBB6fFdBgYs,"Я не знаю, що саме пан Федієнко в роботі ТЦК оцінює як «задовільно». Регулярні побиття у ТЦК викрадання людей з вулиці ..."
тцк,2025-11-14T14:50:16Z,Дисс Три Дня в ТЦК (Муфаса) music,DENIS MUFAOH,https://www.youtube.com/watch?v=sioduy3roEE,
тцк,2025-11-14T14:34:19Z,"#2025. #ГЕНОЦИД ПО-УКРАИНСКИ ОТ #ТЦК #ОДЕССА | #Genocide, Ukrainian-Style, by the #Odessa  TCC.",Одесский Контроль,https://www.youtube.com/watch?v=2xUhu5Z5mfE,"""ГЕНОЦИД ПО-УКРАИНСКИ ОТ @ТЦК"": Запрос на жизнь. Как лицо с инвалидностью II группы в Одессе вынудили просить ..."
тцк,2025-11-14T14:15:49Z,ТЦК будут наказывать,Адвокат Олег Лукьянчиков,https://www.youtube.com/watch?v=JJRufhEndkU,ТЦК будут наказывать. ☎️0️⃣6️⃣6️⃣5️⃣5️⃣5️⃣1️⃣0️⃣2️⃣0️⃣   консультация адвоката. #лукьянчиков ...
тцк,2025-11-14T14:10:02Z,Як працює СИСТЕМА мобілізації ТЦК #мобілізація #тцк #відстрочка #адвокатнеклеса #неклеса,Адвокат Неклеса,https://www.youtube.com/watch?v=lsKFqf8K0UM,
тцк,2025-11-14T14:00:45Z,Одеса 🏃🏼 ВТЕЧА від ТЦК #Shorts,Пильний Дніпрянин,https://www.youtube.com/watch?v=OeU8fr66ugY,PoliceofDnipro Одеса ВТЕЧА від ТЦК #Shorts https://youtube.com/shorts/OeU8fr66ugY?feature=share #shorts #тцк ...
тцк,2025-11-14T13:50:17Z,БЕСПРЕДЕЛ ТЦК 🇺🇦 ДНЕПР ОТЛОВ ТЦК  /  КИЕВ ВЗРЫВЫ 🔥,dmpro,https://www.youtube.com/watch?v=GrSUDjvWm7Q,"ВСЕМ ПРИВЕТ ХОРОШЕГО ВЕЧЕРА, НАСТРОЕНИЯ В ПЯТНИЦУ   СПАСИБО ЗА ПОМОЩЬ КАРТА: 4400 0055 5351 ..."
тцк,2025-11-14T13:28:46Z,"ТЦК та мобілізація жінок по Безуглій, та інші потужні новини",vibroplus,https://www.youtube.com/watch?v=gVXL-QwMkEI,"5351 1606 0041 6875 - підтримати автора донатом та його місії, всі стріми проводяться в Тік ток ..."
тцк,2025-11-14T13:12:25Z,Лайфхак по мобілізації в Резерв+ #мобілізація #лайфхак #тцк #відстрочка #розшук #адвокатнеклеса,Адвокат Неклеса,https://www.youtube.com/watch?v=dZx96V3HdOI,
тцк,2025-11-14T13:11:10Z,США готовят массовую депортацию украинцев! Украина ТЦК! Вашингтон-ТЦК! Трамп Зеленский. Новости СВО.,в Одной Лодке,https://www.youtube.com/watch?v=1cPxQQHz-bQ,Telegram https://t.me/v_odnoy_lodke YouTube https://www.youtube.com/@вОднойЛодке VпK https://vk.com/club227208297 ...
тцк,2025-11-14T12:00:20Z,👮ПЕРЕВІРКА ДОКУМЕНТІВ У Києві❗ТЦК і ПОЛІЦІЯ на Вокзалі • МОБІЛІЗАЦІЯ 🇺🇦,Пильний Дніпрянин,https://www.youtube.com/watch?v=AeepAP16w7c,"КОНСТИТУЦІЯ УКРАЇНИ Стаття 62. Особа вважається невинуватою у вчиненні злочину, доки її вину не буде доведено."
тцк,2025-11-14T11:39:45Z,РУССКИЙ МЕДВЕДЬ В ТЦК!#shorts#life#path#тцк#Ukraine#Russia#топ#funny#top#world#music#youtubeshorts#,LifePath-Жизненный путь,https://www.youtube.com/watch?v=1X5Xk-Nnhmk,
тцк,2025-11-14T11:36:41Z,"ТЦК заблокировали авто выбили стекла и вытащили отца с сыном. Гни,дЫ должны ответить с детьми ",Смотрящий за крепостными ,https://www.youtube.com/watch?v=p9AietpqV6c,
тцк,2025-11-14T11:25:00Z,"Заброньованый 3,14дарас #тцк #война #могилизация",Ухилянт,https://www.youtube.com/watch?v=8d8IqJczShQ,
тцк,2025-11-14T11:20:48Z,Прямий ефыр. 13.11.2025 ннарод бунтує проти ТЦК і Поліції ?,Олександр Красовіцький юрист ,https://www.youtube.com/watch?v=xgTCNPoE0Jc,
тцк,2025-11-14T11:15:17Z,Чи передає національний супротив списки в ТЦК,Ігор Волошин,https://www.youtube.com/watch?v=ulP0n4e7WKc,Повне відео тут: https://youtu.be/K-nk21eOq48?si=eCtPYiH3p8QmewWC.
тцк,2025-11-14T11:09:45Z,#тцк #ТЦК #shotrs,SkoTiX,https://www.youtube.com/watch?v=9q5Ef-OPwNI,
тцк,2025-11-14T11:00:09Z,МЕНЕ ХАПАЮТЬ ТЦК І ПОЛІЦІЯ ЦЕ ЗАКОННО?!,Legal Land,https://www.youtube.com/watch?v=23tFKE4g5t0,"тцк, поліція, незаконне затримання, право на зйомку, розшук ухилянтів, незаконна мобілізація 1 факт = 1 норма: ..."
тцк,2025-11-14T11:00:15Z,Підпишись! Щоб зупинити ТЦК! #тцк #корупція #корупціявукраїні #новини #війна #україна #мобілізація,КОРУПЦІЯ,https://www.youtube.com/watch?v=5fZ-kS-tVNI,
тцк,2025-11-14T10:53:52Z,У справі смертельної бійки в ТЦК в суді долучали письмові докази,Суспільне Суми,https://www.youtube.com/watch?v=3xEzu164FLw,У Зарічному суді Сум почали дослідження письмових доказів у справі щодо смертельної бійки на території сумського ...
побег через границу Украина,2025-11-15T20:32:39Z,Миндич сбежал из Украины на премиум-сервисе: крупный коррупционный побег,Alex Ratinsky,https://www.youtube.com/watch?v=1EfkWPpSsFc,"В этом видео рассказываем подробности побега бизнесмена, подозреваемого в масштабной коррупционной схеме."
побег через границу Украина,2025-11-15T14:20:56Z,🚨 Скандал Миндича — Побег из Украины перед обысками НАБУ,PassingReality,https://www.youtube.com/watch?v=KkmIquWfh6c,новости #новостиСегодня #новостиОнлайн 🕵️‍♂️ Тимур Миндич покинул Украину на VIP-такси за несколько часов до ...
побег через границу Украина,2025-11-15T05:30:01Z,ПОБЕГ ЛОПНУЛ НА ГРАНИЦЕ 🇱🇹,🛑 СРОЧНО: Украина,https://www.youtube.com/watch?v=aFwOdlokxtQ,"Украинец, служивший в российской армии, пытался скрыться в Европе. Литовские правоохранители задержали его на ..."
побег через границу Украина,2025-11-12T08:00:38Z,НОВЫЙ ПОБЕГ ИЗ УКРАИНЫ ПОСЛЕ МИНДИЧА! ЗЕЛЕНСКИЙ ЗАКРЫЛ ГЛАЗА И ОТКРЫЛ ГРАНИЦУ?,112. ГЛАВНОЕ,https://www.youtube.com/watch?v=RJWWLoAH4lE,"Неужели Зеленский снова промолчит? Участникам схемы Минидича разрешают сбежать из страны, несмотря на ..."
побег через границу Украина,2025-11-11T14:10:59Z,Куда Гордон сбежал из Украины,The Critic,https://www.youtube.com/watch?v=XP4d9mMgEYY,"Куда сбежал Дмитрий Гордон из Украины? Шокирующие слухи о телеведущем ""В гостях у Гордона"" взорвали сеть в 2025 ..."
побег через границу Украина,2025-11-10T13:22:48Z,Друг Зеленского сбежал с деньгами из Украины,Денис Селезнëв,https://www.youtube.com/watch?v=R_jTcI-GCwc,"Ближайший друг и соратник Зеленского Тимур Миндич сбежал за границу. НАБУ проводит обыски у Миндича, кошелька ..."
